id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,afr__005,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004
dsac_multi_hum_00482,treasury,,,,tesourie,,,,,ezezimali,ezomcebo,,unondyebo,unongxowa,,,litiko letemafa,umgcinimafa,,,,iziko lezeemali zikarhulumende,iziko lezeemali zakarhulumende,,,botshwaratlotlo,,,kgoro ya matlotlo,,,lefapha la matlole a mmuso,,,,vhufaragwama,,,,nkwama wa mfumo,,,
dsac_multi_hum_00483,trial balance,,,,proefbalans,,,,,ibhuku lamabhalansi,,,ingxelo yovalo-ncwadi,ingxelo yoqukumbelo-ncwadi,,,libhukukulinganisa lekugcogca,libhukukulinganisa lesibutselelo,ithrayalibhalansi,,,ithrayalibhalansi,i-trial balance,,,tshupatshalelotlotlo,,,letlakala la tekotlhakišo,therayalepalantshe,,traelebalanse,,,,ndingo ya ndinganyiso,,,,thirayali balansi,xikambisisankahoxeko,,
dsac_multi_hum_00484,trough {economics},,,,trog,,,,,insimamamnotho,,,ukubuyela esimeni koqoqosho,,,,lubuyelosimeni lwemnotfo,,,,,ihlumobutjha,ithrafu,,,ntlhagare,ntlhakgabaganyo,,kaonafalo ya ikonomi,,,ntlhatlhaphohelo,,,,thangelamvuwo ya ikonomi,,,,ku hlakarhela ka ikhonomi,,,
dsac_multi_hum_00485,underdeveloped country,,,,onderontwikkelde land,,,,,izwe elingathuthukile,,,ilizwe elingaphuhlanga ngokoqoqosho,,,,live lelitfutfuke kancane,,,,,ilizwe elingakathuthuki,,,,nagatlhabologotlase,,,naga yeo e sego ya tšwelapele,,,naha e futsanehileng,,,,shangotshayamveledziso,,,,tiko leri nga si hluvukaka,,,
dsac_multi_hum_00486,unemployed <n.>,,,,werkloses,,,,,abangasebenzi,abangaqashiwe,,abangasebenziyo,abangekho ngqeshweni,abangaphangeliyo,,bantfu labangenamsebenti,bomahlalela,,,,abangasebenziko,,,,batlhokatiro,bomatlhalela,,ba go se šome,,,mahlalela,,,,vha sa shumi,,,,lava nga tirhiki,,,
dsac_multi_hum_00487,unemployment rate,,,,werkloosheidskoers,,,,,izingasilinganiso labangasebenzi,izingasilinganiso labangaqashiwe,,izinga lentswela-ngqesho,,,,silinganiso salabangasebenti,silinganiso sabomahlalela,,,,isilinganiso sokutlhogeka komsebenzi,isilinganiso sokudingeka komsebenzi,,,kelobotlhokatiro,kelobotlhalela,,kelo ya ba go se šome,,,sekgahla sa tlhokeho ya mosebetsi,,,,tshikala vha sa shumi,,,,mpimo wa lava nga tirhiki,,,
dsac_multi_hum_00488,unit costs,,,,eenheidskoste,,,,,izindleko zokukhiqiza ngawodwana,,,iindleko ngemveliso,,,,tindlekomkhicito ngamunye,,,,,iindleko zomkhiqizo ngamunye,,,,ditshenyegelokala,,,ditheko tša yuniti,,,ditjeo tsa yuniti,ditshenyehelo tsa yuniti,,,ndifho ya tshithihi,,,,hakelo ya yuniti,,,
dsac_multi_hum_00489,unit labour costs,,,,arbeidskoste per eenheid,,,,,izindlekomkhiqizo zesisebenzi ngasinye,,,iindleko ngomsebenzi,,,,tindleko temsebentimkhicito ngamunye,,,,,iindleko zesisebenzi emkhiqizweni ngamunye,,,,dituelobadirikala,ditshenyegelobadirikala,,ditheko tša yuniti tša mošomo,,,ditjeo tsa tshebetso tlhahisong ya yuniti,ditshenyehelo tsa tshebetso tlhahisong ya yuniti,,,ndifho ya mushumi muthihi,,,,hakelo ya ntirho hi yuniti,,,
dsac_multi_hum_00490,unsecured loan,,,,ongesekureerde lening,,,,,imalimboleko engavikelekile,,,imali-mboleko engenasibambiso,,,,sikweleti lesingenasibambiso,,,,,imalimboleko enganasibambiso,,,,kadimotlhokatshireletsego,,,kadimo yeo e se go ya šireletšwa,loune yeo e se go ya šireletšwa,,lounu e sa sireletswang,,,,tshayakhadzimiso,,,,xikweletinkasirhelelo,,,
dsac_multi_hum_00491,unskilled worker,unskilled labourer,,,ongeskoolde werker,,,,,isisebenzi esingaqeqeshiwe,,,umsebenzi ongenasakhono,,,,umsebenti longenamakhono,,,,,isisebenzi esinganamakghonofundwa,,,,motlhokabokgoni,,,mošomi yo a hlokago bokgoni,,,mosebetsi ya hlokang boitsebelo,,,,mushumi tshayavhugudisi,,,,mutirhi nkavuswikoti,mutirhinkaswikili,,
dsac_multi_hum_00492,upswing <n.> {economics},rebound,,,opswaai,,,,,ukunyuka komnotho,,,ukunyuka koqoqosho,,,,lwenyukontsengo,,,,,ukwenyuka kwezabelo,,,,tlhatlogo,,,tlhatlogo,,,nyoloho ya moruo,,,,u gonya ha mitengo,,,,ku ya ehenhla ka ikhonomi,,,
dsac_multi_hum_00493,usury,,,,woekery,,,,,ukushonisa,,,ukutshonisa,ukubolekisa ngemali ngenzala eninzi,,,kushonisa,,,,,ukutjhonisa,,,,botšhonisi,,,dikadimišano tša go jabetša,go namela kamela,,bonwamadi,,,,vhukolodisihuvhi,,,,vuchonisi,,,
dsac_multi_hum_00494,value-added tax,VAT,,,belasting op toegevoegde waarde,BTW,,,,intela yentengo,ivethi,i-VAT,irhafu-ntengo,i-VAT,,,intselantsengo,i-VAT,,,,umthelontengo,i-VAT,,,kgethisokoketsoboleng,KKB,,motšhelo wa ditheko,lekgetho la ditheko,,lekgetho le kenyeleditsweng ditjeong,kgafa e kenyeleditsweng ditjeong,VAT,,muthelonyingwa kha mutengo,VAT,,,xibalo xa mixavo,XM,,
dsac_multi_hum_00495,value for money,,,,waarde vir geld,,,,,okuyifanele imali,,,ulwaneliseko ngenkcitho,,,,senetisimbadalo,kwenetiseka ngembadalo,,,,intengo efanele okuthengiweko,ukwaneliseka ngembadalo,,,bolengtheko,,,boleng go tšhelete,,,boleng ba tjhelete,,,,ndeme ya tshelede,,,,ntsikelo wa mali,,,
dsac_multi_hum_00496,vendor {commerce},,,,verkoper,,,,,ohweba emgwaqeni,,,umthengisi,,,,umtsengisingaphandle,sitolosiyandzindza,mahambanendlwana,,,usomabhizinisi omncani,,,,morekisimmileng,,,morekiši wa mebileng,,,morekisetsatseleng,venda,,,muvhambadzazwiṱuku,,,,muxavisaxitarateni,,,
dsac_multi_hum_00497,visible trade,,,,sigbare handel,,,,,ukuhwebelana okubonakalayo,,,urhwebo ngezibonakalayo,urhwebelwano ngeziphathekayo,,,luhwebo lolubonakalako,,,,,irhwebo ngokuphathekako,irhwebo elibonakalako,,,kgwebisanothoto,,,kgwebišano ka dithoto tša go bonagala,,,bohwebi bo bonahalang,,,,mbambadzo ya zwi no vhonala,,,,nxaviso wa swo vonaka,,,
dsac_multi_hum_00498,voluntary unemployment,,,,vrywillige werkloosheid,,,,,ukungasebenzi ngokuzikhethela,,,ukungasebenzi ngokuzikhethela,ukungasebenzi ngokuzithandela,ukungabi kwingqesho ngokuzithandela,ukungaphangeli ngokuzithandela,kungasebenti ngekutitsandzela,kukhetsa umsebenti,kuchwensa umsebenti,kuncuma kungasebenti,,ukungasebenzi ngokuzithandela,ubuhlalela,,,botlhokatiroithaopo,botshwakga,botlapa,go kgetha go se šome,go se nyake go šoma,,bohlalela ba ka boomo,,,,u sa ṱoḓa u shuma,,,,ku nga tirhi hi ku hlawula,,,
dsac_multi_hum_00499,wage,,,,loon,,,,,iholo,,,umrholo,,,,umholo,liholo,,,,umrholo,,,,mogolo,tuelo,,moputso,mogolo,,moputso,,,,malamba,,,,hakelo,,,
dsac_multi_hum_00500,wage drift,,,,loonbeweging,,,,,iholo elingaphezulu kwelilindelekile,,,utenxo kwisivumelwano somrholo,,,,umholo longetulu kwalokulindzelekile,umholo longetulu kwalokuvunyelwene ngako,,,,umrholo ongaphezu kolindelekileko,,,,phetisomogolo,phetisotuelo,,moputso wo o okeditšwego,mogolo wo o fetago wo o emetšego,,phetoho ya moputso ho feta tumellano,,,,nyingamalamba,,,,hakelo ya le henhla ka leyi languteriweke,,,
dsac_multi_hum_00501,wage rate,,,,loonkoers,,,,,izingasilinganisoholo,,,izinga lomrholo,,,,silinganisomholo,,,,,isilinganiso somrholo,,,,kelomogolo,kelotuelo,,kelo ya moputso,kelo ya mogolo,,sekgahla sa moputso,,,,phimo ya malamba,tshikala malamba,,,mpimo wa hakelo,,,
dsac_multi_hum_00502,waiver of premium,,,,kwytskelding van premie,premiekwytskelding,,,,inhlinzekelwakuyeka ukukhokha,,,isiqabu kwintlawulo ngezavenge,,,,sigatjanasivikelo semshwalensi,,,,,umbandela wokulisiswa ukubhadala iphrimiyamu,umbandela wokungasabhadeliswa iphrimiyamu,,,porimiamopeelothoko,,,kemišo ya phoremiamo,,,kimollo ya primiamo,,,,thendelo ya phiriamu,ndiliso ya ndindakhombo,,,mbhakanyelotlhelo wa nchayelo,,,
dsac_multi_hum_00503,wealth tax,net worth tax,equity tax,capital tax,welvaartbelasting,,,,,intela yengcebo,,,irhafu yobutyebi,irhafu yezigwili,,,intselatigwili,intselatingamula,intselaticebi,intselatinjinga,,umthelo weengwili,umthelo weenjinga,,,lekgethisobahumiphetelela,lekgethotlotlo,,motšhelo wa bohumi,lekgetho la bahumi,,lekgetho la borui,kgafa ya borui,,,muthelo wa vhapfumi,,,,xibalo xa rifuwo,,,
dsac_multi_hum_00504,withholding tax,retention tax,,,terughoubelasting,weerhoubelasting,,,,intela ebanjwe eholweni,,,inkqubo yotsalo-rhafu ngokomvuzo,,,,intsela ledvonswa ngumcashi,,,,,umthelo obanjwako,umthelo ogodlwako,,,kgethisobadiri,,,motšhelo wo o lefšago ke mongmomošomo legatong la mošomi,lekgetho leo le lefšago ke mongmomošomo legatong la mošomi,,lekgetho le hulwang ke mohiri,,,,ṱhuso ya muthelo nga mutholi,,,,xibalo lexi kokiwaka hi muthori,,,
dsac_multi_hum_00505,working capital,current asset,current capital,,bedryfskapitaal,,,,,imali esetshenziswa ebhizinisini,,,imali yokushishina,,,,imalikuchuba ibhizinisi,,,,,imali yokuraga ibhizinisi,imali yokukhambisa ibhizinisi,,,maditsamaisokgwebo,,,khepetlele,dithoto,,khapitale ya ho tsamaisa kgwebo,,,,tshelede ya bindu,,,,mali yo fambisa bindzu,,,
dsac_multi_hum_00506,World Bank,,,,Wêreldbank,,,,,iBhange Lomhlaba,,,iBhanki yeHlabathi,,,,Libhange Lemhlaba,,,,,iBhanga yePhasi,iBhanga yoMhlaba,,,Bankafatshe,,,Panka ya Lefase,,,Banka ya Lefatshe,Banka ya Dinaha,,,Bannga ya Ḽifhasi,,,,Bangi ya Misava,,,
dsac_multi_hum_00507,write off <v.> {debt},,,,afskryf,,,,,ukusula isikweletu,,,ukucinywa,ukususwa kwetyala,,,cima sikweleti,sula sikweleti,,,,-sula isikolodo,-cima isikwelede,,,phimola molato,tlosa molato,,tloša sekoloto,phumola sekoloto,,-hlakola sekoloto,-hlakola mokitlane,-hlakola molato,-hlakola krediti,phumulwa mulandu,,,,ku suriwa ka xikweleti,,,
dsac_multi_hum_00508,zero growth {economics},,,,nulgroei,,,,,ukungakhuli komnotho,,,ukungahlumi,ukungakhuli,,,kungakhuli kwemnotfo,,,,,ukungasahlumi,ukuphelelwa kokuhluma,ukungasakhuli,,tlhokakgolo,,,go se be le kgolo,hlokego ya kgolo,,kgolo e qauweng,,,,tshayanyaluwo,,,,nkankulo,,,
